name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
"Very Confy & Centric Apartment near WTC, Condesa",329109265,Jose Manuel,Benito Juárez,19.37972,-99.1887,Entire home/apt,600,1,9,0.64,1,302
Departamento agradable cerca del centro de la CDMX,255500675,Sergio,Cuauhtémoc,19.44091,-99.14025,Entire home/apt,850,3,4,0.29,1,89
Agradable Minilof........,175868469,Sandra,Tlalpan,19.27092,-99.16117,Entire home/apt,350,2,12,0.93,1,175
Londres 219. Excelente ubicación corredor Reforma,117685232,Miguel,Cuauhtémoc,19.42255,-99.16773,Entire home/apt,2067,2,0,0.0,1,364
The foodie apartment / Plaza Rio de Janeiro,261857354,Mr. W,Cuauhtémoc,19.42259,-99.16025,Entire home/apt,1666,1,3,0.22,43,365
Modern Apartment in the heart of la Roma,237429994,Pablo,Cuauhtémoc,19.42006,-99.17018,Entire home/apt,1537,1,12,0.86,1,364
Awesome room - Near the WTC  - Colonia Nápoles,60354877,Bernardo,Benito Juárez,19.39243,-99.17919,Private room,453,1,0,0.0,1,307
Roma Norte trendy - 1 block to Cibeles Fountain,26869771,German,Cuauhtémoc,19.42176,-99.16805,Entire home/apt,900,2,8,0.56,3,337
Sweet Home Office Condesa Apt Art Deco Style,181817018,Rafael,Cuauhtémoc,19.40856,-99.17518,Entire home/apt,907,1,0,0.0,3,365
Papaloapan increíble,321356544,Victor,Cuauhtémoc,19.42916,-99.16413,Private room,1128,1,0,0.0,1,179
Fantastic Mex City's view. Private bed/bath. WTC.,26814821,Mathieu,Benito Juárez,19.38577,-99.18753,Private room,400,1,0,0.0,1,179
Hip Apartment in the heart of Roma neighborhood,53858666,Francisco,Cuauhtémoc,19.41971,-99.17034,Entire home/apt,1195,1,16,1.14,1,365
Hermosa habitación con excelente ubicación!!!!!,49901970,Alan,Benito Juárez,19.38858,-99.18301,Private room,450,2,5,0.36,1,90
The Point Santa Fe Exclusividad y un Hogar para Ti,274368987,Alicia Adriana,Álvaro Obregón,19.38803,-99.2411,Entire home/apt,1200,1,1,0.09,1,364
Friendship in harmony,102751914,Elsa,Coyoacán,19.33924,-99.14225,Private room,300,7,0,0.0,1,90
EL DEPA,329323655,Jorge,Gustavo A. Madero,19.46795,-99.1165,Private room,200,1,0,0.0,1,364
Beautiful Ap with a Sommelier,329338592,Maria Paula,Cuauhtémoc,19.4015,-99.17008,Private room,300,2,4,0.29,2,113
Habitación privada c/ terraza &escritorio Polanco.,27841247,Montserrat,Miguel Hidalgo,19.43785,-99.18336,Private room,621,1,0,0.0,17,0
Departamentito,328554989,Andres,Cuauhtémoc,19.45468,-99.14899,Private room,247,1,0,0.0,1,365
"Depa en Polanco, excelente ubicación.",155474778,Abigail,Miguel Hidalgo,19.4383,-99.18672,Entire home/apt,1500,1,5,0.37,5,365
Habitación privada con terraza en Polanco.,27841247,Montserrat,Miguel Hidalgo,19.43659,-99.18482,Private room,680,1,1,0.09,17,360
"Deluxe 1 BDRM apartmen, Centro Historico, 124",2872228,Bruce,Cuauhtémoc,19.43539,-99.14457,Entire home/apt,1005,2,0,0.0,6,307
Confortable habitación  para médicos zona hospital,56545673,Paquillo,Tlalpan,19.28584,-99.16084,Private room,210,7,0,0.0,3,87
Habitación privada con T.V. Polanco.,27841247,Montserrat,Miguel Hidalgo,19.43652,-99.1832,Private room,586,1,1,0.08,17,365
Habitación p/ médicos zona hospitales,56545673,Paquillo,Tlalpan,19.28607,-99.16142,Private room,210,7,0,0.0,3,179
"Beautiful Suite, half a block from Masaryk St.",9988682,Quinquin,Miguel Hidalgo,19.43353,-99.19311,Entire home/apt,1024,2,24,1.7,16,90
Amplio departamento cerca del Museo Dolores Olmedo,167806427,César Octavio,Xochimilco,19.25889,-99.12884,Shared room,210,1,0,0.0,1,89
Casa Maria Elena  Condesa,273046572,Maria Elena,Cuauhtémoc,19.41164,-99.1752,Private room,799,1,0,0.0,2,365
Departamento  compartido en zona centro de la CDMX,180206707,Noe,Cuauhtémoc,19.4518,-99.13318,Private room,233,5,2,0.15,2,331
Del Valle Loft,274933202,Alejandra,Benito Juárez,19.37743,-99.16779,Entire home/apt,680,2,9,0.65,2,179
Depto. Acogedor-Tlalpan-cerca Zona Hospitales.,326530770,Karina,Tlalpan,19.24016,-99.14904,Entire home/apt,500,1,1,0.08,2,59
Suite ejecutiva cerca del Pantalón.,213204977,,Cuajimalpa de Morelos,19.38606,-99.2534,Private room,1200,1,5,0.37,3,179
"Excelente Habitación cómoda, céntrica y sanitizada",115984596,Tania,Cuauhtémoc,19.40315,-99.16369,Private room,230,2,0,0.0,1,365
Alojamiento en habitación / Coyoacán CDMX,105068974,Omar  Balam,Coyoacán,19.33519,-99.15155,Private room,250,1,42,2.95,2,83
Apartment Condesa México City,154230693,Rafael,Cuauhtémoc,19.40896,-99.17488,Entire home/apt,1020,1,0,0.0,4,365
Santa Fe práctico estudio independiente Bed & Brec,102641023,Gerardo,Cuajimalpa de Morelos,19.34726,-99.29137,Private room,290,1,3,0.21,3,365
"Cómoda habitación ""10 min Aeropuerto, Foro Sol""",123437417,Pable,Iztacalco,19.38609,-99.10624,Private room,300,1,3,0.23,1,83
RESIDENCE LAS TROJES CDMX,180725654,Residence Las Trojes Cdmx,Coyoacán,19.34632,-99.12614,Private room,495,1,0,0.0,5,351
Habitación Acogedora en Zona Centro CDMX #2,328753344,Ricardo,Benito Juárez,19.38279,-99.16863,Private room,260,1,10,0.7,2,365
Depa en Cdmx,101114392,Montserrat,Álvaro Obregón,19.34815,-99.22127,Private room,377,3,0,0.0,1,363
Conociendo el DF atrévete 4,232929257,Rosy,Cuauhtémoc,19.44233,-99.16315,Private room,226,1,4,0.28,1,362
Departamento con roof garden privado en CDMX,77573660,Abril,Cuauhtémoc,19.42728,-99.14787,Entire home/apt,890,7,1,0.09,2,355
Hermoso Departamento al Sur Bien Ubicado,96097437,Lorena,Benito Juárez,19.38243,-99.18437,Entire home/apt,820,2,3,0.22,1,83
Casa del Árbol,71173957,Diana,Cuauhtémoc,19.41822,-99.17213,Private room,600,7,1,0.07,4,278
Departamento 201 con balcón  (piso 1),225091443,Rojo,Álvaro Obregón,19.37912,-99.22276,Entire home/apt,500,2,0,0.0,2,363
Descanso genial!,329740410,Gastón,Xochimilco,19.28097,-99.13178,Private room,350,1,0,0.0,1,365
Recámaras amuebladas para toda ocasión,135117793,Victor,Azcapotzalco,19.46414,-99.18688,Private room,370,1,1,0.08,1,2
Suites para estudiantes San Angel 4,44866193,Adolfo,Álvaro Obregón,19.34041,-99.20177,Private room,250,1,2,0.14,5,365
Downtown Mexico City - Puerta Alameda Suites,13043309,Sharon,Cuauhtémoc,19.43503,-99.14461,Entire home/apt,916,3,7,0.5,1,180
Napoles Department,213384941,Fernando,Benito Juárez,19.39257,-99.17845,Entire home/apt,1400,1,0,0.0,4,329
Great apartment with POOL ★ MAID ★ GYM,61447972,Luca,Miguel Hidalgo,19.42641,-99.22444,Entire home/apt,2000,2,9,0.67,1,0
Residencial Trébol,229160042,Juan Carlos,Venustiano Carranza,19.45344,-99.12095,Entire home/apt,400,1,3,0.25,1,331
Habitación con todos los servicios,330034126,Antonio,Iztacalco,19.40231,-99.0783,Private room,285,10,0,0.0,1,179
Condesa brand new apartment.,56611384,Norma,Cuauhtémoc,19.40808,-99.17468,Entire home/apt,1529,2,6,0.45,1,199
Mexican Escape,17497044,Monica,Benito Juárez,19.37034,-99.18704,Entire home/apt,720,2,5,0.4,1,325
Amplia e iluminada recámara a 4 cuadras del Ángel,131834070,Alejandro,Cuauhtémoc,19.43103,-99.1714,Private room,350,2,0,0.0,1,88
Departamento en balbuena,327805515,Marisela,Venustiano Carranza,19.42283,-99.11174,Entire home/apt,1200,1,1,0.07,1,365
EN FAMILIA,200937270,Roberto,Azcapotzalco,19.4815,-99.2043,Entire home/apt,618,1,0,0.0,3,179
Acogedor departamento,311676918,Ana,Benito Juárez,19.37034,-99.17413,Entire home/apt,2000,1,5,0.36,1,365
⚡Horacio´s Corner - Families and work travel,58228758,Oscar,Miguel Hidalgo,19.43472,-99.19132,Entire home/apt,1166,2,0,0.0,1,177
Agradable depa en el Corazón del Barrio de Mixcoac,250718892,Veronica,Benito Juárez,19.37534,-99.18686,Entire home/apt,900,3,1,0.08,1,179
Estás en el centro de la Colonia Roma,330259496,Noe,Cuauhtémoc,19.41376,-99.15845,Entire home/apt,600,2,10,2.21,1,0
Indescriptible habitación !!!!!!!!!!!,266378715,Edgar,Azcapotzalco,19.47696,-99.1789,Private room,213,1,20,1.44,1,179
Jacarandas 100-4,174501555,,Álvaro Obregón,19.34855,-99.22697,Entire home/apt,780,3,13,0.93,3,365
Páramo,227194151,,Tlalpan,19.29087,-99.14518,Private room,400,3,1,0.07,2,365
Bonita Departamento De Lujo en CDMX - Iztapalapa,330291194,Carlos,Iztapalapa,19.35311,-99.0723,Shared room,1700,3,0,0.0,1,89
(1) A solo unos pasos del BOSQUE DE CHAPULTEPEC,307888271,Neos,Miguel Hidalgo,19.41876,-99.17972,Entire home/apt,1150,3,7,0.52,7,157
Exclusivo departamento a pasos de P. de la Reforma,143827150,Roberto,Cuauhtémoc,19.4237,-99.17602,Entire home/apt,1250,2,8,0.6,1,351
"El Jardín del Colibrí, a 3 calles de Reforma.",330425182,Gabriela,Cuauhtémoc,19.43277,-99.16,Private room,312,3,8,0.59,3,5
Hermoso Departamento Independiente con Roof Garden,330427723,Luciana,Miguel Hidalgo,19.42998,-99.17743,Entire home/apt,1000,4,1,0.09,1,365
Nueva Suite A Minimalista,330430779,Marcela,Coyoacán,19.30721,-99.18806,Entire home/apt,475,2,43,3.0,3,148
Nueva Suite B Minimalista,330430779,Marcela,Coyoacán,19.30687,-99.18765,Entire home/apt,449,2,39,2.79,3,174
Nueva Suite C Minimalista,330430779,Marcela,Coyoacán,19.30892,-99.18892,Entire home/apt,545,2,26,1.94,3,0
Residencia al norte Cd. Muy cerca del POLITECNICO.,330492483,,Gustavo A. Madero,19.52597,-99.15216,Entire home/apt,1100,2,9,0.74,1,362
Polanco Magic & Trendy 3 B-Room Apartment,330506692,Isa Y Jesús,Miguel Hidalgo,19.4384,-99.19112,Entire home/apt,1206,2,18,1.28,1,337
Apartment across Viveros Park-Coyoacán,15473248,Arcelia,Álvaro Obregón,19.35099,-99.17877,Entire home/apt,1033,3,6,0.64,3,180
⚡️50% OFF! Marvelous Apt•Bellas Artes View,24020790,Carlos,Cuauhtémoc,19.43556,-99.14543,Entire home/apt,1300,1,28,1.94,7,0
New Studio in Coyoacan,231678739,,Coyoacán,19.34844,-99.14743,Entire home/apt,556,1,13,0.92,1,115
Acogedor espacio y descanso,230705182,Maria,Álvaro Obregón,19.38717,-99.20705,Entire home/apt,750,1,0,0.0,1,89
Departamento con 2 recámaras privadas y amenidades,178683288,Itzel,Benito Juárez,19.36059,-99.16403,Entire home/apt,1120,1,1,0.08,1,87
"Luxurious building, heated pool and more, Condesa",326700916,Alma,Cuauhtémoc,19.41512,-99.17014,Entire home/apt,1050,2,5,0.4,1,335
Remanso de Paz,329344410,Diega Margarita Ruth,Azcapotzalco,19.46963,-99.18617,Entire home/apt,400,1,5,0.37,1,179
Beautiful well located apartment (Colonia Juárez),169900101,Diego,Cuauhtémoc,19.43084,-99.15722,Entire home/apt,509,1,30,2.23,1,350
cabaña,330629111,Alfonso,Tlalpan,19.2006,-99.14264,Entire home/apt,750,1,6,1.32,3,90
"Spacious, bright and comfi place, Del Valle CDMX",6653433,Patrick,Benito Juárez,19.39472,-99.16821,Private room,450,1,9,0.65,1,180
Cuarto Morado en Casa Miami a sólo 5 min del WTC,64438322,Shamir,Benito Juárez,19.39683,-99.17742,Private room,224,1,1,0.08,4,345
Habitación en Jardines del Pedregal,330710381,Alessandro,Álvaro Obregón,19.32951,-99.20096,Private room,650,1,4,0.29,2,90
1.Hola viajeros Bienvenidos a la ciudad de México,330715806,Edgar,Coyoacán,19.32514,-99.1408,Private room,228,1,5,0.38,2,172
"Departamento boutique, excelente ubicación",261032416,Norma Alicia,Miguel Hidalgo,19.43972,-99.17823,Entire home/apt,1100,1,5,0.38,1,150
"SUR DE CDMX, ITESM, UAM, UVM, ZONA DE HOSPITALES",62006328,Ángeles,Tlalpan,19.29188,-99.13273,Private room,280,7,0,0.0,3,364
Casa Roma - Room #9,330536063,Dania,Cuauhtémoc,19.40647,-99.16177,Private room,350,2,0,0.0,1,3
Recamara muy agusto,256651290,Israel,Álvaro Obregón,19.37011,-99.23303,Private room,661,2,0,0.0,1,364
Roometero 15 minutes to airport and 15 to Downtown,156481146,Mario Alberto,Cuauhtémoc,19.46416,-99.13261,Entire home/apt,700,2,1,0.21,5,354
Room in Roma Condesa,64974114,Jonathan,Cuauhtémoc,19.41112,-99.16562,Private room,453,3,1,0.07,1,129
Suite agradable y con jardín al fondo.,8158860,Alberto,Tlalpan,19.29722,-99.16498,Private room,250,7,6,0.45,2,0
"Casa Naranja In La Condesa: Fresh, Cool & Cozy",243035087,Raul,Cuauhtémoc,19.4056,-99.17673,Entire home/apt,850,3,1,0.07,7,364
Departamento cerca del Foro Sol & Aeropuerto,330920107,Josearmando,Venustiano Carranza,19.43567,-99.10227,Entire home/apt,800,1,14,1.06,2,365
Dormitorio individual en departamento,235234600,Silvia,Miguel Hidalgo,19.44856,-99.17511,Private room,224,1,11,0.78,1,364
V Amplia Hermosa habitación Jardines en la Montaña,212519930,Carmen,Tlalpan,19.29822,-99.20185,Private room,800,1,2,0.15,2,89
Super Clean Apartament un paso de Reforma y Centro,214347181,Aura Milena,Cuauhtémoc,19.42903,-99.15628,Entire home/apt,656,1,39,2.85,1,316
"Linda recamara. Cozy bedroom, nice neighborhood.",302622439,Silvia,Benito Juárez,19.38036,-99.16946,Private room,580,2,0,0.0,1,0
Beautiful apartment in Santa Fe zone,135894880,Hector,Cuajimalpa de Morelos,19.36673,-99.27178,Entire home/apt,1099,2,0,0.0,10,361
Excelente ubicación a 15 min de centro de la Cd,211228407,Vero,Cuauhtémoc,19.43975,-99.1507,Private room,300,2,1,0.07,2,363
Excelente apartamento para pareja $500 por noche,331005837,Beatriz,Iztapalapa,19.37512,-99.10265,Entire home/apt,300,2,2,0.15,1,180
Dormitorio tranquilo,214150299,Martha,Álvaro Obregón,19.31705,-99.26373,Private room,300,1,0,0.0,1,180
Roma private Loft  entero,36992354,Ro,Cuauhtémoc,19.40385,-99.16292,Entire home/apt,340,20,6,0.42,3,337
"AMAZING Views, TOP Location & TWO bedrooms!-2 C",4362310,Aarón,Cuauhtémoc,19.43459,-99.14475,Entire home/apt,1083,14,0,0.0,32,365
Room in the heart of CDMX Chapultepec Polanco,25070148,,Miguel Hidalgo,19.41419,-99.1847,Private room,245,14,1,0.13,7,365
Excelente ubicación en Coyoacán   Cerca de todo,113139883,Veronica,Benito Juárez,19.362,-99.17248,Entire home/apt,990,2,1,0.08,2,0
Departamento independiente a 5 minutos de Santa Fe,331057415,Alejandra,Milpa Alta,19.18534,-99.01982,Entire home/apt,302,1,0,0.0,1,302
Acogedor departamento en Tlatelolco,196002809,Yankel,Cuauhtémoc,19.45276,-99.13503,Entire home/apt,596,1,5,0.36,2,176
Dos amplias y cómodas habitaciones en la Roma,148545598,Rodrigo,Cuauhtémoc,19.40505,-99.16306,Private room,690,2,5,0.36,3,134
"Polanco, comfortable and nice apartment",59497206,Vicky,Miguel Hidalgo,19.43758,-99.18438,Entire home/apt,1041,3,0,0.0,1,89
Condesa Tropical Queen Size Room,14686608,Andrea,Cuauhtémoc,19.40893,-99.17046,Entire home/apt,1000,2,0,0.0,9,179
"Barrio típico, seguro y bonito",331153043,Carlos,Coyoacán,19.33825,-99.1537,Private room,201,7,0,0.0,1,85
Suites amuebladas San Angel (ITAM) 5,44866193,Adolfo,Álvaro Obregón,19.342,-99.20201,Private room,250,1,10,0.74,5,364
Very Friendly private BR#1 near El Ángel Reforma,69106466,Mario,Cuauhtémoc,19.42458,-99.16658,Private room,500,2,2,0.15,3,365
"XOCHIMILCO, COMODA, SEGURA Y TRANQUILA",318608487,Gerardo,Xochimilco,19.2406,-99.09835,Entire home/apt,300,1,2,0.15,2,180
Condesa Apartment with great spaces and service.,39455841,Carlos,Cuauhtémoc,19.41277,-99.17675,Entire home/apt,1149,2,7,0.93,1,235
"Casita, best location in town for work and fun.",39449776,Enrique,Benito Juárez,19.36352,-99.18124,Entire home/apt,700,4,10,0.73,2,335
Plaza Universidad a unos pasos,78717897,Janet Karmar,Benito Juárez,19.37273,-99.16235,Private room,350,2,1,0.57,1,0
(2) Apt with beautiful rooftop - Next to Condesa,307888271,Neos,Cuauhtémoc,19.41746,-99.17859,Entire home/apt,1050,3,6,0.45,7,0
"Room close to the airport,Foro Sol,Palacio Deporte",173836862,Gabriel,Venustiano Carranza,19.4149,-99.10585,Private room,289,1,21,1.51,2,175
Rento bonita recámara en zona de Coyoacán,274375496,Sonia,Coyoacán,19.33843,-99.12126,Private room,220,1,7,0.51,2,3
"Departamento en el Centro Histórico, de la CDMX!",219926859,Jessica,Cuauhtémoc,19.43984,-99.14116,Entire home/apt,588,2,26,2.06,2,340
Cómoda recamara con baño privado,331225305,Juan Carlos,Álvaro Obregón,19.38616,-99.19206,Private room,270,1,0,0.0,1,96
ESTRENA PH EN EL CORAZÓN DE REFORMA,102546464,Andrea,Cuauhtémoc,19.43383,-99.1563,Entire home/apt,727,2,53,4.05,2,87
Habitacion para Profesionista acogedor y agradable,297220089,Josue,Azcapotzalco,19.48093,-99.19449,Private room,290,2,2,0.29,1,365
Departamento entero en la CDMX Centro,331235809,Lesli Alejandra,Cuauhtémoc,19.44276,-99.14629,Entire home/apt,515,1,2,0.41,2,144
"⭐️Listo para disfrutrar, limpieza desinfectante⭐️",1140427,Erick,Cuauhtémoc,19.41887,-99.17112,Entire home/apt,730,2,18,1.29,10,362
Bright and cozy flat w/ 1 room for rent,22136429,Khrystell,Benito Juárez,19.39384,-99.15395,Private room,364,3,1,0.79,1,360
Como en tu propia casa y en la mejor ubicación..,12328275,Jorge,Miguel Hidalgo,19.40551,-99.1817,Private room,1041,1,0,0.0,1,179
Precioso departamento privado en Coyoacán.,327883712,Martha,Coyoacán,19.3154,-99.11884,Entire home/apt,500,1,40,2.89,1,179
VILLA LUCIANA CDMX,192707667,Minerva,Coyoacán,19.33121,-99.13494,Entire home/apt,270,1,20,1.45,1,270
"Tranquilo y bien ubicado, Casa Moderna 2",26531075,Fidias,Benito Juárez,19.39328,-99.13576,Entire home/apt,499,2,6,0.49,6,351
"Hermoso Penthouse Centro de Coyoacán, Lovely Space",30561685,Fernando,Coyoacán,19.35341,-99.15954,Entire home/apt,1600,2,2,0.15,1,364
"Roma norte sanitized, kitchen and bathroom renewed",331379428,Miguel,Cuauhtémoc,19.4171,-99.15895,Entire home/apt,1000,2,6,0.44,1,180
"Lindo Departamento, a 15 min del Centro y Coyoacán",63372398,Eduardo,Benito Juárez,19.37157,-99.13935,Entire home/apt,599,3,29,2.13,1,174
Habitación zona residencial excelente ubicación,78891216,Aurora,Benito Juárez,19.38711,-99.14625,Private room,250,1,0,0.0,1,333
Casa Lupita,303953083,Omar,Miguel Hidalgo,19.44473,-99.16928,Private room,280,1,3,0.22,1,365
Amplia recamara céntrica en CDM,154614631,Guillermo,Venustiano Carranza,19.45109,-99.10816,Private room,350,1,0,0.0,4,365
Compartimos depa! Kids friendly. Conoce CDMX,161211492,Luz,Cuauhtémoc,19.45863,-99.13914,Private room,550,1,0,0.0,1,180
Habitación amplia con baño privado,316465818,Patricia,Benito Juárez,19.38361,-99.18457,Private room,400,3,0,0.0,1,358
Habitaciones Ejecutivas con la mejor ubicación,142273001,Rene Fernando,Benito Juárez,19.40365,-99.15245,Private room,800,1,1,0.16,2,365
Departamento Amueblado Privado con Estacionamiento,321717003,,Iztapalapa,19.32214,-99.04578,Entire home/apt,379,1,2,0.15,7,0
"Cozy house in Coyoacan center, Casa Aguacate",331691695,Myfanwy,Coyoacán,19.34817,-99.1708,Entire home/apt,1849,3,6,0.69,1,281
"Excelente recámara y segura, cerca del centro!",23541289,,Iztacalco,19.40168,-99.13122,Private room,823,2,1,0.08,1,179
POUSSIN 10 - Departamento Lujoso y Cómodo VIP.,239654752,Carlos Luis,Benito Juárez,19.37337,-99.18718,Entire home/apt,1700,2,1,0.08,1,177
Privileged location in the heart of Mexico City.,76026871,Isa,Cuauhtémoc,19.43563,-99.12847,Entire home/apt,700,2,4,0.3,1,179
Casa en Coyoacán 10 min UNAM y Centro de Coyoacan,54864255,Carlos Modesto,Coyoacán,19.32152,-99.15892,Entire home/apt,1200,2,3,0.23,1,365
"Recámara en depto; bien ubicado, baño compartido.",236889378,José Luis,Benito Juárez,19.39652,-99.14673,Private room,412,1,0,0.0,1,89
HAB 10MIN AEROPUERTO FORO SOL Y PALACIO DEPORTES D,214095598,Rosana,Iztacalco,19.39641,-99.10389,Private room,213,1,5,0.36,2,256
HAB 10MIN AEROPUERTO FORO SOL Y PALACIO DEPORTES C,214095598,Rosana,Iztacalco,19.39641,-99.10389,Private room,260,1,5,0.37,2,254
Loft en zona turística museos tiendas restaurantes,193783707,Gloria,Miguel Hidalgo,19.43408,-99.18653,Entire home/apt,1500,2,0,0.0,1,364
"Hermoso departamento,  cerca del centro histórico",331836428,Gaby,Iztacalco,19.39926,-99.10703,Private room,300,2,0,0.0,1,87
Habitación de la terraza #2,218354800,,Benito Juárez,19.39136,-99.14896,Private room,216,1,8,0.6,3,332
Cozy & quiet apartment in hip Condesa,46114282,Petra,Cuauhtémoc,19.40989,-99.17963,Entire home/apt,1300,2,1,0.08,1,180
Private Bedroom with Queen Bed at Casa El Angel,4894120,Ilse,Cuauhtémoc,19.42826,-99.16957,Private room,600,1,0,0.0,7,0
Really nice Flat in great Location!,331999986,Roberto,Benito Juárez,19.38908,-99.15288,Entire home/apt,700,2,0,0.0,1,90
CasAna Condesa Suite Amarilla (double bedroom,87547835,Gabriel,Cuauhtémoc,19.41346,-99.1787,Private room,1100,1,3,0.22,4,180
CasAna Condesa Master Suite Blanca (king size bed),87547835,Gabriel,Cuauhtémoc,19.41261,-99.1777,Private room,1200,1,1,0.07,4,0
"SANTA FE - 1 BEDROOM APARTMENT, TORRE PENINSULA",332010550,Ana,Cuajimalpa de Morelos,19.35752,-99.27326,Entire home/apt,1200,2,4,0.29,1,277
CasAna Condesa Single Suite Roja (twin size bed),87547835,Gabriel,Cuauhtémoc,19.41377,-99.1774,Private room,800,1,3,0.22,4,180
Mejor que un hostal pero en el. Centro de coyoacan,325937221,,Coyoacán,19.34162,-99.15772,Private room,330,1,0,0.0,1,365
"Sur de la Del Valle: Depto Nuevo, Completo, Lindo",111061005,Carlos,Benito Juárez,19.36577,-99.17588,Entire home/apt,1000,1,9,0.65,1,179
⚡️New Stylish Luxe w/Rooftop & Gym in ♥ of CONDESA,14686608,Andrea,Cuauhtémoc,19.41592,-99.16535,Entire home/apt,1437,2,1,0.08,9,150
Habitación muy luminosa en excelente ubicación,319222400,Valeria,Cuauhtémoc,19.41807,-99.15776,Private room,375,2,1,0.07,1,179
Great Location Beautiful Penthouse Polanco,332024069,Camilo,Miguel Hidalgo,19.43568,-99.18938,Entire home/apt,1950,2,1,0.12,7,344
Nice and comfortable room in Mexico City,25070148,,Miguel Hidalgo,19.41521,-99.18363,Private room,245,14,2,0.25,7,346
Linda habitación en polanco. Departamento MERU,52673828,Estefania,Miguel Hidalgo,19.43963,-99.19235,Private room,800,2,6,0.5,2,0
"Hotel Muy, Sensaciones",306966419,Hotel,Cuauhtémoc,19.43417,-99.16508,Private room,453,1,0,0.0,4,365
"Hotel Muy, Jacuzzi",306966419,Hotel,Cuauhtémoc,19.4364,-99.16508,Private room,783,1,0,0.0,4,3
"Junior Suite, Hotel Muy",306966419,Hotel,Cuauhtémoc,19.43421,-99.16392,Private room,490,1,0,0.0,4,365
"Hotel Muy, King",306966419,Hotel,Cuauhtémoc,19.43596,-99.16572,Private room,514,1,0,0.0,4,365
⚡️Discount *Casa Alameda* Downtown CDMX Condo,47465593,Erikson,Cuauhtémoc,19.43385,-99.14686,Entire home/apt,696,1,34,2.44,7,72
Loft Nuevo cerca del Ángeles del Pedregal,105588300,Lulu,Álvaro Obregón,19.32868,-99.20244,Entire home/apt,900,2,11,0.78,10,1
Confort room ángel de independencia,38057138,Andrea,Cuauhtémoc,19.43258,-99.16625,Private room,411,1,2,0.15,1,90
Descanso y tranquilidad / centro sur CDMX,37997495,Gustavo,Benito Juárez,19.39641,-99.14294,Private room,300,1,0,0.0,1,0
Alvaro Obregón Terrace Apartment @Condesa 1BDR,332120390,Main,Cuauhtémoc,19.41577,-99.1713,Entire home/apt,1107,1,18,1.29,4,352
Suite departamento virreyes,297474946,Isabel,Miguel Hidalgo,19.42137,-99.2049,Entire home/apt,1400,2,0,0.0,1,365
SANITIZED St. Cozy Apt 2BDR @Heart of Condesa,332120390,Main,Cuauhtémoc,19.41593,-99.16842,Entire home/apt,1343,1,20,1.52,4,356
Explore Condesa/ Roma in 2BR Apt. 5 min to Reforma,165528303,Ricardo,Cuauhtémoc,19.41967,-99.1753,Entire home/apt,919,1,65,4.64,20,358
Habitación en departamento compartido,10853632,Marlen,Cuauhtémoc,19.44004,-99.16209,Private room,210,15,0,0.0,2,363
Cálida habitación privada. Cuajimalpa II,222904638,Verónica,Cuajimalpa de Morelos,19.36836,-99.29791,Private room,320,2,2,0.15,3,359
Habitación privada en departamento,45523348,Nidia,Álvaro Obregón,19.38582,-99.19344,Private room,253,2,0,0.0,1,90
BONITO DEPARTAMENTO EN EL CORAZON DE LA CIUDAD,330311800,Victor,Cuauhtémoc,19.42999,-99.14424,Private room,350,1,3,0.23,1,179
"Wonderful room in a cool neighborhood, CDMX",62574659,Dunkel,Azcapotzalco,19.46715,-99.17076,Private room,300,1,1,0.08,1,180
Cozy Apartment in the heart of Mexico city,11936524,Lourdes,Miguel Hidalgo,19.40203,-99.17402,Entire home/apt,750,5,0,0.0,1,6
Suite King size a 10 min. del WTC y del HIP,245106149,Ruben,Benito Juárez,19.38819,-99.17964,Private room,553,1,7,0.51,5,365
Habitación King size a 10 minutos Pepsi Center (2),245106149,Ruben,Benito Juárez,19.38942,-99.17962,Private room,567,1,6,0.43,5,365
Cama Queen a 1 minuto parque Alfonso Esparza (3),245106149,Ruben,Benito Juárez,19.38934,-99.17752,Private room,514,1,9,0.67,5,364
Habitación queen súper cómoda cerca del WTC (4),245106149,Ruben,Benito Juárez,19.38956,-99.17964,Private room,516,1,40,2.84,5,361
Amplia y cómoda suite muy centrica cerca WTC (5),245106149,Ruben,Benito Juárez,19.38892,-99.17802,Private room,569,1,9,0.64,5,365
Habitación  con baño privado,332244498,Marlen,Cuauhtémoc,19.43877,-99.16225,Private room,210,15,0,0.0,2,362
"Recámara, Acogedora, Col. Roma Norte,  Sanitizada",334514819,Glenda,Cuauhtémoc,19.4209,-99.1561,Entire home/apt,399,3,2,0.15,1,88
Agradable recamara muy iluminada,332372680,Alejandra,Benito Juárez,19.39233,-99.18176,Private room,379,1,0,0.0,1,90
Habitación c/estacionamiento  priv a 5min Polanco,37723024,Leslie,Miguel Hidalgo,19.45658,-99.18907,Private room,319,2,6,0.45,1,0
Suite at Roma-Condesa neighborhood,38411186,Macarena,Cuauhtémoc,19.4196,-99.17483,Entire home/apt,700,1,47,3.47,2,5
Cuarto con cama queen cerca de Zona de Hospitales,215876325,Reynaldo,Tlalpan,19.24047,-99.15201,Private room,350,1,0,0.0,4,0
"Amazing apartment ""302""  in Condesa/Amsterdam",306680527,Neuhaus,Cuauhtémoc,19.40908,-99.17089,Entire home/apt,1395,1,3,0.23,18,365
